scheme_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,returns_10yr
SBI FMP – Series 41 (1498Days,3.0,Debt,Fixed Maturity Plans,3.1,18.85,10.9,12.38
SBI FMP – Series 42 (1857Days,3.0,Debt,Fixed Maturity Plans,3.5,18.85,10.9,12.38
Mirae Asset NYSE FANG+ ETF Fund,3.0,Other,FoFs Domestic,-4.6,18.85,10.9,10.9
Canara Robeco Focused Equity Fund,3.0,Equity,Focused Funds,3.9,18.85,10.9,11.03
Baroda BNP Paribas Fund,3.0,Other,FoFs Overseas,2.7,18.85,10.9,8.73
HDFC Asset Allocator Fund,3.0,Other,FoFs Domestic,8.7,18.85,10.9,10.9
Quant Quantamental Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,18.9,18.85,10.9,11.29
Aditya Birla SL Multi-Cap Fund,3.0,Equity,Multi Cap Funds,-0.2,18.85,10.9,11.81
SBI Nifty Next 50 Index Fund,3.0,Other,Index Funds,-6.0,18.85,10.9,10.97
SBI FMP – Series 43 (1616Days,3.0,Debt,Fixed Maturity Plans,3.3,18.85,10.9,12.38
Parag Parikh Conservative Hybrid Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,6.6,18.85,10.9,10.12
Tata Dividend Yield Fund,3.0,Equity,Dividend Yield Funds,0.7,18.85,10.9,11.45
AXIS Global Innovation Fund,3.0,Other,FoFs Overseas,-3.8,18.85,10.9,8.73
Aditya Birla SL Nifty 50 EWI Fund,3.0,Other,Index Funds,1.2,18.85,10.9,10.97
SBI FMP – Series 44 (1855Days,3.0,Debt,Fixed Maturity Plans,3.5,18.85,10.9,12.38
ITI Value Fund,3.0,Equity,Value Funds,8.8,18.85,10.9,11.32
Kotak Nifty 50 Index Fund,3.0,Other,Index Funds,0.0,18.85,10.9,10.97
ICICI Pru Flexicap Fund,3.0,Equity,Flexi Cap Funds,6.6,18.85,10.9,11.1
Bank of India Bluechip Fund,3.0,Equity,Large Cap Mutual Funds,-3.0,18.85,10.9,11.27
HDFC Banking & Financial Services Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,10.1,18.85,10.9,11.29
AXIS Quant Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-1.7,18.85,10.9,11.29
SBI FMP – Series 45 (1840Days,3.0,Debt,Fixed Maturity Plans,3.7,18.85,10.9,12.38
Aditya Birla SL FTP – Series TI – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.6,18.85,10.9,12.38
SBI FMP – Series 46 (1850Days,3.0,Debt,Fixed Maturity Plans,3.4,18.85,10.9,12.38
Navi Nifty 50 Index Fund,3.0,Other,Index Funds,0.0,18.85,10.9,10.97
PGIM India Small Cap Fund,3.0,Equity,Small Cap Mutual Funds,-4.7,18.85,10.9,11.49
Kotak Global Innovation Fund,3.0,Other,FoFs Overseas,-8.1,18.85,10.9,8.73
Aditya Birla SL FTP – Series TJ – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.6,18.85,10.9,12.38
Tata Business Cycle Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,7.8,18.85,10.9,11.29
SBI FMP – Series 47 (1434Days,3.0,Debt,Fixed Maturity Plans,3.2,18.85,10.9,12.38
Nippon India Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,-0.9,18.85,10.9,11.1
Bandhan US Equity Fund,3.0,Other,FoFs Overseas,-3.9,18.85,10.9,8.73
Mahindra Manulife Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,2.8,18.85,10.9,11.1
UTI-Focused Equity Fund,3.0,Equity,Focused Funds,4.0,18.85,10.9,11.03
Canara Robeco Value Fund,3.0,Equity,Value Funds,10.8,18.85,10.9,11.32
HDFC NIFTY50 Equal Weight Index Fund,3.0,Other,Index Funds,1.4,18.85,10.9,10.97
SBI FMP – Series 48 (1458Days,3.0,Debt,Fixed Maturity Plans,3.3,18.85,10.9,12.38
SBI Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6.6,18.85,10.9,10.0
Nippon India Fixed Horizon-XLIII-Sr.1,3.0,Debt,Fixed Maturity Plans,3.7,18.85,10.9,12.38
Kotak FMP – Series 292 – 1735 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.6,18.85,10.9,12.38
Baroda BNP Paribas Business Cycle Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,0.8,18.85,10.9,11.29
SBI FMP – Series 49 (1823Days,3.0,Debt,Fixed Maturity Plans,3.5,18.85,10.9,12.38
HSBC Mid Cap Fund,3.0,Equity,Mid Cap Mutual Funds,1.7,32.4,13.3,12.09
ICICI Pru Nifty Alpha Low – Volatility 30 ETF FOF – Direct Growth,3.0,Other,FoFs Domestic,-0.4,18.85,10.9,10.9
Mirae Asset S&P 500 Top 50 ETF Fund,3.0,Other,FoFs Domestic,-5.0,18.85,10.9,10.9
AXIS Value Fund,3.0,Equity,Value Funds,2.8,18.85,10.9,11.32
SBI FMP – Series 50 (1843Days,3.0,Debt,Fixed Maturity Plans,3.1,18.85,10.9,12.38
Kotak Multicap Fund,3.0,Equity,Multi Cap Funds,9.3,18.85,10.9,11.81
HDFC Developed World Indexes Fund,3.0,Other,FoFs Overseas,-1.6,18.85,10.9,8.73
DSP FMP – Series 264 – 60Mth,3.0,Debt,Fixed Maturity Plans,3.6,18.85,10.9,12.38
SBI FMP – Series 51 (1846Days,3.0,Debt,Fixed Maturity Plans,3.3,18.85,10.9,12.38
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,3.0,Other,Index Funds,3.0,18.85,10.9,10.97
ICICI Pru Nifty PSU Bond Plus SDL Sep 2027 40:60 IF-Dir Growth,3.0,Other,Index Funds,3.1,18.85,10.9,10.97
ICICI Pru NASDAQ 100 Index Fund,3.0,Other,Index Funds,-3.9,18.85,10.9,10.97
Motilal Oswal 5 Year G-Sec Fund,3.0,Other,FoFs Domestic,2.6,18.85,10.9,10.9
NJ Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.3,18.85,10.9,9.98
Mahindra Manulife Asia Pacific REITs FOF-DirGrowth,3.0,Other,FoFs Overseas,-6.9,18.85,10.9,8.73
SBI FMP – Series 52 (1848Days,3.0,Debt,Fixed Maturity Plans,3.4,18.85,10.9,12.38
AXIS Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FOF-Dir Growth,3.0,Other,FoFs Domestic,2.4,18.85,10.9,10.9
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 IF-Dir Growth,3.0,Other,Index Funds,2.9,18.85,10.9,10.97
Edelweiss Nifty 50 Index Fund,3.0,Other,Index Funds,0.0,18.85,10.9,10.97
Edelweiss Nifty 100 Quality 30 Index Fund,3.0,Other,Index Funds,1.4,18.85,10.9,10.97
Aditya Birla SL NASDAQ 100 FOF – Dir Growth,3.0,Other,FoFs Overseas,-3.9,18.85,10.9,8.73
ICICI Pru Nifty Smallcap 250 Index Fund,3.0,Other,Index Funds,-4.4,18.85,10.9,10.97
SBI FMP – Series 53 (1839Days,3.0,Debt,Fixed Maturity Plans,3.5,18.85,10.9,12.38
ITI Pharma and Healthcare Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-4.3,18.85,10.9,11.29
HDFC NIFTY Next 50 Index Fund,3.0,Other,Index Funds,-6.2,18.85,10.9,10.97
Aditya Birla SL Business Cycle Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,1.9,18.85,10.9,11.29
LIC MF Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,4.5,18.85,10.9,9.98
Bandhan Multi Cap Fund,3.0,Equity,Multi Cap Funds,6.2,18.85,10.9,11.81
PGIM India Global Select Real Estate Securities Fund,3.0,Other,FoFs Overseas,-16.1,18.85,10.9,8.73
SBI FMP – Series 54 (1842Days,3.0,Debt,Fixed Maturity Plans,3.5,18.85,10.9,12.38
IIFL Quant Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,0.3,18.85,10.9,11.29
ICICI Pru S&P BSE 500 ETF FOF – Direct Growth,3.0,Other,FoFs Domestic,-1.0,18.85,10.9,10.9
ITI Banking and Financial Services Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,8.6,18.85,10.9,11.29
Nippon India Taiwan Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,-10.7,18.85,10.9,11.29
Quant Value Fund,3.0,Equity,Value Funds,8.8,18.85,10.9,11.32
Motilal Oswal MSCI EAFE Top 100 Select Index Fund,3.0,Other,Index Funds,6.7,18.85,10.9,10.97
HDFC Multi Cap Fund,3.0,Equity,Multi Cap Funds,10.5,18.85,10.9,11.81
Edelweiss NIFTY Large Mid Cap 250 Index Fund,3.0,Other,Index Funds,1.5,18.85,10.9,10.97
AXIS Nifty 50 Index Fund,3.0,Other,Index Funds,0.1,18.85,10.9,10.97
SBI FMP – Series 55 (1849Days,3.0,Debt,Fixed Maturity Plans,3.5,18.85,10.9,12.38
Mirae Asset Hang Seng TECH ETF Fund,3.0,Other,FoFs Domestic,-6.8,18.85,10.9,10.9
Tata Corporate Bond Fund,3.0,Debt,Corporate Bond Mutual Funds,3.7,18.85,10.9,8.7
AXIS Multicap Fund,3.0,Equity,Multi Cap Funds,-2.2,18.85,10.9,11.81
ICICI Pru Nifty Midcap 150 Index Fund,3.0,Other,Index Funds,4.6,18.85,10.9,10.97
BHARAT Bond ETF FOF – April 2032 – Direct Growth,3.0,Other,FoFs Domestic,3.6,18.85,10.9,10.9
SBI FMP – Series 56 (1232Days,3.0,Debt,Fixed Maturity Plans,3.3,18.85,10.9,12.38
SBI FMP – Series 57 (1835Days,3.0,Debt,Fixed Maturity Plans,3.2,18.85,10.9,12.38
Mahindra Manulife Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.1,18.85,10.9,9.98
ICICI Pru Passive Multi-Asset Fund,3.0,Other,FoFs Domestic,6.6,18.85,10.9,10.9
Navi Nifty Next 50 Index Fund,3.0,Other,Index Funds,-5.6,18.85,10.9,10.97
Samco Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,-10.0,18.85,10.9,11.1
SBI FMP – Series 58 (1842Days,3.0,Debt,Fixed Maturity Plans,3.4,18.85,10.9,12.38
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund,3.0,Other,Index Funds,2.9,18.85,10.9,10.97
AXIS Nifty Next 50 Index Fund,3.0,Other,Index Funds,-5.8,18.85,10.9,10.97
AXIS Crisil IBX 70:30 CPSE Plus SDL April 2025 Index Fund,3.0,Other,Index Funds,2.5,18.85,10.9,10.97
ICICI Pru Strategic Metal and Energy Equity Fund,3.0,Other,FoFs Overseas,6.2,18.85,10.9,8.72
Nippon India Silver ETF FOF – Direct Growth,3.0,Other,FoFs Domestic,-0.1,18.85,10.9,10.9
Mirae Asset Nifty India Manufacturing ETF Fund,3.0,Other,FoFs Domestic,-0.1,18.85,10.9,10.9
ICICI Pru Silver ETF Fund,3.0,Other,FoFs Domestic,-0.3,18.85,10.9,10.9
Aditya Birla SL Silver ETF FOF – Direct Growth,3.0,Other,FoFs Domestic,0.4,18.85,10.9,10.9
Aditya Birla SL Nifty SDL Apr 2027 Index Fund,3.0,Other,Index Funds,3.3,18.85,10.9,10.97
TRUSTMF Overnight Fund,3.0,Debt,Overnight Mutual Funds,5.4,18.85,10.9,10.27
Navi Nifty Bank Index Fund,3.0,Other,Index Funds,10.6,18.85,10.9,10.97
Motilal Oswal Nifty 200 Momentum 30 Index Fund,3.0,Other,Index Funds,-9.0,18.85,10.9,10.97
UTI-S&P BSE Sensex Index Fund,3.0,Other,Index Funds,1.6,18.85,10.9,10.97
Invesco India Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,0.6,18.85,10.9,11.1
DSP Global Innovation Fund,3.0,Other,FoFs Overseas,-4.3,18.85,10.9,8.73
SBI FMP – Series 59 (1618Days,3.0,Debt,Fixed Maturity Plans,2.3,18.85,10.9,12.38
JM Overnight Fund,3.0,Debt,Overnight Mutual Funds,5.3,18.85,10.9,10.27
JM Overnight Fund,3.0,Debt,Overnight Mutual Funds,3.75,18.85,10.9,10.27
JM Overnight Fund,3.0,Debt,Overnight Mutual Funds,5.3,18.85,10.9,10.27
JM Overnight Fund,3.0,Debt,Overnight Mutual Funds,3.75,18.85,10.9,10.27
Aditya Birla SL Nifty Next 50 Index Fund,3.0,Other,Index Funds,-6.0,18.85,10.9,10.97
Bandhan Nifty 100 Index Fund,3.0,Other,Index Funds,-1.8,18.85,10.9,10.97
Navi US Total Stock Market Fund,3.0,Other,FoFs Overseas,-2.9,18.85,10.9,8.73
Kotak Manufacture in India Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,5.8,18.85,10.9,11.29
AXIS Equity ETFs FoF – Direct Growth,3.0,Other,FoFs Domestic,-2.6,18.85,10.9,10.9
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,3.0,Other,Index Funds,3.2,18.85,10.9,10.97
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,3.0,Other,Index Funds,4.0,18.85,10.9,10.97
AXIS Crisil IBX SDL May 2027 Index Fund,3.0,Other,Index Funds,3.5,18.85,10.9,10.97
ICICI Pru Nifty Bank Index Fund,3.0,Other,Index Funds,10.5,18.85,10.9,10.97
HDFC Nifty 100 Index Fund,3.0,Other,Index Funds,-2.1,18.85,10.9,10.97
HDFC Nifty 100 Equal Weight Index Fund,3.0,Other,Index Funds,-3.6,18.85,10.9,10.97
SBI FMP – Series 60 (1878Days,3.0,Debt,Fixed Maturity Plans,3.3,18.85,10.9,12.38
UTI-S&P BSE Low Volatility Index Fund,3.0,Other,Index Funds,6.4,18.85,10.9,10.97
SBI Multicap Fund,3.0,Equity,Multi Cap Funds,-0.5,18.85,10.9,11.81
Aditya Birla SL Crisil IBX AAA – Jun 2023 Index Fund,3.0,Other,Index Funds,4.8,18.85,10.9,10.97
Navi Nifty Midcap 150 Index Fund,3.0,Other,Index Funds,4.6,18.85,10.9,10.97
AXIS Nifty Smallcap 50 Index Fund,3.0,Other,Index Funds,-13.1,18.85,10.9,10.97
ITI Conservative Hybrid Fund,3.0,Hybrid,Conservative Hybrid Mutual Funds,4.0,18.85,10.9,10.15
Nippon India Fixed Horizon-XLIII-Sr.5,3.0,Debt,Fixed Maturity Plans,4.5,18.85,10.9,12.38
Navi NASDAQ 100 Fund,3.0,Other,FoFs Overseas,3.75,18.85,10.9,8.73
Motilal Oswal S&P BSE Low Volatility Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,3.0,Other,Index Funds,2.8,18.85,10.9,10.97
HDFC FMP 1861D March 2022-Sr.46,3.0,Debt,Fixed Maturity Plans,3.1,18.85,10.9,12.38
AXIS Nifty Midcap 50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC FMP 1162D March 2022 – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.2,18.85,10.9,12.38
Invesco India – Invesco EQQQ NASDAQ-100 ETF Fund,3.0,Other,FoFs Overseas,3.75,18.85,10.9,8.73
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,3.0,Other,Index Funds,3.9,18.85,10.9,10.97
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI FMP – Series 61 (1927Days,3.0,Debt,Fixed Maturity Plans,3.6,18.85,10.9,12.38
ICICI Pru Nifty SDL Sep 2027 Index Fund,3.0,Other,Index Funds,3.1,18.85,10.9,10.97
Nippon India Nifty AAA CPSE Bond Plus SDL-Apr2027 Maturity 60:40 IF-DirGrowth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC FMP 1876D March 2022-Sr.46,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Aditya Birla SL FTP – Series TQ – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.7,18.85,10.9,12.38
Kotak FMP – Series 294 – 105 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.2,30.7,13.0,12.38
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU – Apr 2025 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU – Apr 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Mirae Asset Nifty SDL Jun 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Tata Nifty India Digital ETF Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
ICICI Pru Housing Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
UTI-Nifty Midcap 150 Quality 50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI FMP – Series 62 (191Days,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
IL&FS Infrastructure Debt Fund,3.0,Debt,Medium to Long Duration Funds,1.7,32.4,13.3,9.94
IL&FS Infrastructure Debt Fund,3.0,Debt,Medium to Long Duration Funds,1.7,32.4,13.3,9.94
IL&FS Infrastructure Debt Fund,3.0,Debt,Medium to Long Duration Funds,1.7,32.4,13.3,9.94
Aditya Birla SL FTP – Series TS – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 66 (1361Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
HDFC FMP 1158D July 2022-Sr.46,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
ICICI Pru FMP – Sr.88-226Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Aditya Birla SL FTP – Series TT – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
NJ Arbitrage Fund,3.0,Hybrid,Arbitrage Mutual Funds,3.75,18.85,10.9,6.74
NJ Overnight Fund,3.0,Debt,Overnight Mutual Funds,3.75,18.85,10.9,10.27
WhiteOak Capital Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,3.75,18.85,10.9,11.1
Edelweiss Focused Equity Fund,3.0,Equity,Focused Funds,3.75,18.85,10.9,11.03
UTI-Gilt Fund,3.0,Debt,Gilt Fund with 10 year Constant duration,3.75,18.85,10.9,8.44
DSP Nifty Midcap 150 Quality 50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Quantum Nifty 50 ETF Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
SBI FMP – Series 67 (1467Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
LIC MF Money Market Fund,3.0,Debt,Money Market Funds,3.75,18.85,10.9,8.36
ICICI Pru Nifty 200 Momentum 30 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL Long Duration Fund,3.0,Debt,Long Duration Funds,3.75,18.85,10.9,10.43
Mirae Asset Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.75,18.85,10.9,9.98
Quant Large Cap Fund,3.0,Equity,Large Cap Mutual Funds,3.75,18.85,10.9,11.27
Union Gilt Fund,3.0,Debt,Gilt Mutual Funds,3.75,18.85,10.9,8.3
TRUSTMF Money Market Fund,3.0,Debt,Money Market Funds,3.75,18.85,10.9,8.36
Bandhan Midcap Fund,3.0,Equity,Mid Cap Mutual Funds,3.75,18.85,10.9,12.09
ICICI Pru Nifty IT Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Baroda BNP Paribas Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,3.75,18.85,10.9,11.1
Nippon India Nifty Alpha Low Volatility 30 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Canara Robeco Banking and PSU Debt Fund,3.0,Debt,Banking and PSU Mutual Funds,3.75,18.85,10.9,8.65
HDFC FMP 1406D August 2022-Sr.46,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Motilal Oswal S&P BSE Enhanced Value Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Motilal Oswal S&P BSE Quality Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Navi Nifty India Manufacturing Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Kotak FMP – Series 296 – 97 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
SBI FMP – Series 63 (372Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
JM Short Duration Fund,3.0,Debt,Short Duration Funds,3.75,18.85,10.9,7.72
Franklin India Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.75,18.85,10.9,9.98
Shriram Overnight Fund,3.0,Debt,Overnight Mutual Funds,3.75,18.85,10.9,10.27
Bandhan Nifty200 Momentum 30 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Sundaram Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,3.75,18.85,10.9,11.1
SBI FMP – Series 64 (1169Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
WhiteOak Capital Mid Cap Fund,3.0,Equity,Mid Cap Mutual Funds,3.75,18.85,10.9,12.09
Tata Housing Opportunities Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
Mirae Asset Global X Artificial Intelligence & Technology ETF FOF-Dir Growth,3.0,Other,FoFs Overseas,3.75,18.85,10.9,8.73
Mirae Asset Global Electric & Autonomous Vehicles ETFs Fund,3.0,Other,FoFs Overseas,3.75,18.85,10.9,8.73
ICICI Pru PSU Equity Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
SBI FMP – Series 65 (367Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Edelweiss Gold and Silver ETF Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
AXIS Silver Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
Nippon India Fixed Horizon-XLIV-Sr.1,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Aditya Birla SL FTP – Series TX – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Union Retirement Fund,3.0,Solution Oriented,Retirement Funds,3.75,18.85,10.9,9.76
SBI FMP – Series 68 (1302Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Aditya Birla SL Nifty SDL Sep 2025 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Kotak Business Cycle Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
ICICI Pru Nifty50 Equal Weight Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Tata CRISIL-IBX Gilt Index-Apr 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Bandhan Nifty100 Low Volatility 30 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI CRISIL IBX Gilt Index-June 2036 Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL CRISIL IBX Gilt-Apr 2026 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI CRISIL IBX Gilt Index-April 2029 Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI CRISIL IBX SDL Index-September 2027 Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI Nifty Smallcap 250 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI Nifty Midcap 150 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC FMP 1359D September 2022-Sr.46,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
ICICI Pru Nifty Auto Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
ICICI Pru Nifty G-Sec Dec 2030 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Samco Overnight Fund,3.0,Debt,Overnight Mutual Funds,3.75,18.85,10.9,10.27
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Apr 2037 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
ICICI Pru Nifty SDL Dec 2028 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
WhiteOak Capital Tax Saver Fund,3.0,Equity,ELSS Mutual Funds,3.75,18.85,10.9,11.44
Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Motilal Oswal Gold and Silver ETFs Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
Aditya Birla SL Multi-Index Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Bandhan Crisil IBX Gilt April 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL CRISIL IBX Gilt Apr 2029 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL FTP – Series TY – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.7,32.4,13.3,12.38
Kotak FMP – Series 297 – 157 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Mirae Asset CRISIL IBX Gilt Index – April 2033 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
ICICI Pru Transportation and Logistics Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
Bandhan Transportation and Logistics Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
UTI-Gold ETF Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
Tata Nifty Midcap 150 Momentum 50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC Silver ETF Fund,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
Nippon India Nifty AAA PSU Bond Plus SDL-Sep2026 Maturity 50:50 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
LIC MF Multi Cap Fund,3.0,Equity,Multi Cap Funds,3.75,18.85,10.9,11.81
AXIS NASDAQ 100 Fund,3.0,Other,FoFs Overseas,3.75,18.85,10.9,8.73
SBI FMP – Series 69 (367Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
HDFC Nifty G-Sec Dec 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC Nifty G-Sec July 2031 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
